"","GOPdelta","all_mortality","unemployment","rural","age","income","poverty","college_grad","percent_white","Pacific","East South Central","West South Central","Mountain","New England","South Atlantic","West North Central","East North Central","Middle Atlantic"
"890",-0.388570485152954,9.442,5.8,6,3.52,6.5883,2.00422832980973,12.8,36.0887949260042,0,0,1,0,0,0,0,0,0
"891",5.88812985633285,7.426,5.9,7,3.91,5.3903,2.53932463628067,13.4,34.3211467224996,0,0,1,0,0,0,0,0,0
"892",17.500013798117,9.013,6.3,6,4.44,4.4221,3.01417532367842,8.6,96.0173481398086,0,0,0,0,0,0,0,1,0
"893",3.96109245294975,5.87,4.4,9,3.8,3.5192,4.63455004791358,9.9,22.7197491070651,0,0,1,0,0,0,0,0,0
"894",4.55038436009455,9.027,5.3,3,4.05,4.5494,3.10002893027803,14.5,82.3016530162309,0,0,1,0,0,0,0,0,0
"895",6.03900194402983,10.196,6.8,6,3.93,3.1935,5.17828109048285,15.2,47.6122055431618,0,0,0,0,0,1,0,0,0
"896",-3.53077598290506,8.318,6.2,1,3.5,5.8443,2.87693689285542,26,46.9822048312264,0,0,0,0,0,1,0,0,0
"897",0.185294833540393,9.47,7.7,3,3.32,3.4799,5.54005161312448,18.9,28.0470605382512,0,0,0,0,0,1,0,0,0
"898",4.52713780221005,7.581,7.5,6,4,3.2323,5.74563060604789,9.2,43.2503533296951,0,0,0,0,0,1,0,0,0
"899",5.10319838178407,9.109,8.3,6,3.85,3.4611,4.45227146108158,14.7,65.9313887498702,0,0,0,0,0,1,0,0,0
"900",0.145641258915809,5.956,7.9,2,2.83,3.5441,6.33546268315656,16.7,7.40982977408189,0,0,1,0,0,0,0,0,0
"901",-5.621854053744,5.516,4.6,1,4,8.5688,1.99686844383409,46.7,56.2858453702653,0,0,0,0,0,0,0,0,1
"902",3.60262232595729,9.521,6.7,8,3.73,2.8977,5.98200286318086,10.8,27.813756902311,0,0,0,0,0,1,0,0,0
"903",2.99495127194093,9.42,4.9,4,4.28,4.4944,3.19125240457629,16.5,80.4581350612534,0,0,1,0,0,0,0,0,0
"904",2.465517907836,10.063,7.8,1,3.72,4.125,4.35614422369389,15.9,60.8949008188123,0,0,0,0,0,1,0,0,0
"905",3.47326907870961,10.702,6.5,7,4.07,3.8503,4.1295862607338,16.2,84.0374707259953,0,0,0,0,0,1,0,0,0
"906",4.70356444099448,10.15,8.1,6,3.95,3.5911,5.21455118819687,13.3,55.4130532717648,0,0,0,0,0,1,0,0,0
"907",6.05394506745515,9.873,8,6,4.37,3.1615,5.02463278897911,15.1,63.155733965879,0,0,0,0,0,1,0,0,0
"908",10.945565764503,7.544,6.2,2,3.92,6.1303,2.07900243296575,23.1,85.2212228164175,0,0,0,0,1,0,0,0,0
"909",5.7009471117775,6.825,5.8,2,4.04,6.5602,2.10552979771247,32.1,78.2232139784923,0,0,0,0,1,0,0,0,0
"910",3.30200403129876,6.036,4.8,1,3.83,8.1616,1.26266548380898,38,87.2144754403469,0,0,0,0,1,0,0,0,0
"911",3.80947127789319,9.004,3.2,7,3.37,3.7732,3.55301184337281,16.7,59.8345327817759,0,0,1,0,0,0,0,0,0
"912",3.87020916919241,8.037,4.4,3,4.48,5.1234,2.41062737388582,15.9,92.0905464470444,0,0,1,0,0,0,0,0,0
"913",0.995397605824792,8.634,5.3,1,3.61,7.7282,1.97739657995758,18.7,69.08431988403,0,0,1,0,0,0,0,0,0
"914",3.06797234087462,8.561,5.2,6,3.74,4.1355,3.5929126748672,16.3,62.4479649151608,0,0,1,0,0,0,0,0,0
"915",2.92965601557804,7.165,5,1,3.94,7.7992,1.55715916457736,33.8,79.0490436051159,0,0,0,0,0,1,0,0,0
